Day,Portfolio_MTM,Portfolio_Cum_Carry,Portfolio_Total,Port_NPV_Shocked,Port_NPV_Base,Port_Settled_CF_Base,Port_Settled_CF_Shock,Port_Daily_IRS_Carry,Port_Daily_IRS_MTM,Aging_Days,Shock_Type,Ramp_Factor_pct,Float_Shocked_pct,Float_Base_pct,t_nxt_s_yr,Shock_1D_bp,ZeroCurve_1D_pct,Shock_3M_bp,ZeroCurve_3M_pct,Shock_6M_bp,ZeroCurve_6M_pct,Shock_9M_bp,ZeroCurve_9M_pct,Shock_1Y_bp,ZeroCurve_1Y_pct,Shock_1.5Y_bp,ZeroCurve_1.5Y_pct,Shock_2Y_bp,ZeroCurve_2Y_pct,Shock_3Y_bp,ZeroCurve_3Y_pct,Shock_4Y_bp,ZeroCurve_4Y_pct,Shock_5Y_bp,ZeroCurve_5Y_pct,Shock_6Y_bp,ZeroCurve_6Y_pct,Shock_7Y_bp,ZeroCurve_7Y_pct,Shock_8Y_bp,ZeroCurve_8Y_pct,Shock_9Y_bp,ZeroCurve_9Y_pct,Shock_10Y_bp,ZeroCurve_10Y_pct
182,49310102,0,49310102,35122578,35122578,0,0,0,49310102,182.0,ramp,49.9,2.81,2.81,0.0034,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
183,49404920,0,49404920,20967395,20967395,14250000,14250000,0,49404920,183.0,ramp,50.1,2.81,2.81,0.25,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
184,49486753,0,49486753,21049228,21049228,0,0,0,49486753,184.0,ramp,50.4,2.81,2.81,0.2473,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
185,49568598,0,49568598,21131074,21131074,0,0,0,49568598,185.0,ramp,50.7,2.81,2.81,0.2445,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
186,49650457,0,49650457,21212933,21212933,0,0,0,49650457,186.0,ramp,51.0,2.81,2.81,0.2418,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
187,49732329,0,49732329,21294805,21294805,0,0,0,49732329,187.0,ramp,51.2,2.81,2.81,0.239,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
188,49814214,0,49814214,21376690,21376690,0,0,0,49814214,188.0,ramp,51.5,2.81,2.81,0.2363,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
189,49896113,0,49896113,21458588,21458588,0,0,0,49896113,189.0,ramp,51.8,2.81,2.81,0.2336,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
190,49978024,0,49978024,21540499,21540499,0,0,0,49978024,190.0,ramp,52.1,2.81,2.81,0.2308,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
191,50059948,0,50059948,21622424,21622424,0,0,0,50059948,191.0,ramp,52.3,2.81,2.81,0.2281,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
192,50141886,0,50141886,21704361,21704361,0,0,0,50141886,192.0,ramp,52.6,2.81,2.81,0.2253,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
193,50223836,0,50223836,21786312,21786312,0,0,0,50223836,193.0,ramp,52.9,2.81,2.81,0.2226,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
194,50305800,0,50305800,21868275,21868275,0,0,0,50305800,194.0,ramp,53.2,2.81,2.81,0.2199,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
195,50387777,0,50387777,21950252,21950252,0,0,0,50387777,195.0,ramp,53.4,2.81,2.81,0.2171,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
196,50469767,0,50469767,22032242,22032242,0,0,0,50469767,196.0,ramp,53.7,2.81,2.81,0.2144,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
197,50551770,0,50551770,22114245,22114245,0,0,0,50551770,197.0,ramp,54.0,2.81,2.81,0.2116,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
198,50633786,0,50633786,22196261,22196261,0,0,0,50633786,198.0,ramp,54.2,2.81,2.81,0.2089,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
199,50715815,0,50715815,22278290,22278290,0,0,0,50715815,199.0,ramp,54.5,2.81,2.81,0.2062,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
200,50797858,0,50797858,22360333,22360333,0,0,0,50797858,200.0,ramp,54.8,2.81,2.81,0.2034,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
201,50879913,0,50879913,22442388,22442388,0,0,0,50879913,201.0,ramp,55.1,2.81,2.81,0.2007,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
202,50961982,0,50961982,22524457,22524457,0,0,0,50961982,202.0,ramp,55.3,2.81,2.81,0.1979,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
203,51044063,0,51044063,22606539,22606539,0,0,0,51044063,203.0,ramp,55.6,2.81,2.81,0.1952,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
204,51126158,0,51126158,22688634,22688634,0,0,0,51126158,204.0,ramp,55.9,2.81,2.81,0.1925,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
205,51208266,0,51208266,22770742,22770742,0,0,0,51208266,205.0,ramp,56.2,2.81,2.81,0.1897,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
206,51290387,0,51290387,22852863,22852863,0,0,0,51290387,206.0,ramp,56.4,2.81,2.81,0.187,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
207,51372522,0,51372522,22934997,22934997,0,0,0,51372522,207.0,ramp,56.7,2.81,2.81,0.1842,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
208,51454669,0,51454669,23017144,23017144,0,0,0,51454669,208.0,ramp,57.0,2.81,2.81,0.1815,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
209,51536829,0,51536829,23099305,23099305,0,0,0,51536829,209.0,ramp,57.3,2.81,2.81,0.1788,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
210,51619003,0,51619003,23181478,23181478,0,0,0,51619003,210.0,ramp,57.5,2.81,2.81,0.176,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
211,51701190,0,51701190,23263665,23263665,0,0,0,51701190,211.0,ramp,57.8,2.81,2.81,0.1733,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
212,51783390,0,51783390,23345865,23345865,0,0,0,51783390,212.0,ramp,58.1,2.81,2.81,0.1705,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
213,51865603,0,51865603,23428078,23428078,0,0,0,51865603,213.0,ramp,58.4,2.81,2.81,0.1678,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
214,51947829,0,51947829,23510304,23510304,0,0,0,51947829,214.0,ramp,58.6,2.81,2.81,0.1651,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
215,52030068,0,52030068,23592543,23592543,0,0,0,52030068,215.0,ramp,58.9,2.81,2.81,0.1623,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
216,52112321,0,52112321,23674796,23674796,0,0,0,52112321,216.0,ramp,59.2,2.81,2.81,0.1596,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
217,52194586,0,52194586,23757062,23757062,0,0,0,52194586,217.0,ramp,59.5,2.81,2.81,0.1568,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
218,52276865,0,52276865,23839340,23839340,0,0,0,52276865,218.0,ramp,59.7,2.81,2.81,0.1541,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
219,52359157,0,52359157,23921632,23921632,0,0,0,52359157,219.0,ramp,60.0,2.81,2.81,0.1514,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
220,52441462,0,52441462,24003937,24003937,0,0,0,52441462,220.0,ramp,60.3,2.81,2.81,0.1486,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
221,52523780,0,52523780,24086255,24086255,0,0,0,52523780,221.0,ramp,60.5,2.81,2.81,0.1459,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
222,52606111,0,52606111,24168587,24168587,0,0,0,52606111,222.0,ramp,60.8,2.81,2.81,0.1432,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
223,52688456,0,52688456,24250931,24250931,0,0,0,52688456,223.0,ramp,61.1,2.81,2.81,0.1404,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
224,52770814,0,52770814,24333289,24333289,0,0,0,52770814,224.0,ramp,61.4,2.81,2.81,0.1377,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
225,52853184,0,52853184,24415660,24415660,0,0,0,52853184,225.0,ramp,61.6,2.81,2.81,0.1349,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
226,52935568,0,52935568,24498044,24498044,0,0,0,52935568,226.0,ramp,61.9,2.81,2.81,0.1322,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
227,53017965,0,53017965,24580441,24580441,0,0,0,53017965,227.0,ramp,62.2,2.81,2.81,0.1295,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
228,53100376,0,53100376,24662851,24662851,0,0,0,53100376,228.0,ramp,62.5,2.81,2.81,0.1267,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
229,53182799,0,53182799,24745274,24745274,0,0,0,53182799,229.0,ramp,62.7,2.81,2.81,0.124,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
230,53265236,0,53265236,24827711,24827711,0,0,0,53265236,230.0,ramp,63.0,2.81,2.81,0.1212,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
231,53347685,0,53347685,24910161,24910161,0,0,0,53347685,231.0,ramp,63.3,2.81,2.81,0.1185,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
232,53430148,0,53430148,24992624,24992624,0,0,0,53430148,232.0,ramp,63.6,2.81,2.81,0.1158,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
233,53512625,0,53512625,25075100,25075100,0,0,0,53512625,233.0,ramp,63.8,2.81,2.81,0.113,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
234,53595114,0,53595114,25157589,25157589,0,0,0,53595114,234.0,ramp,64.1,2.81,2.81,0.1103,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
235,53677616,0,53677616,25240092,25240092,0,0,0,53677616,235.0,ramp,64.4,2.81,2.81,0.1075,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
236,53760132,0,53760132,25322607,25322607,0,0,0,53760132,236.0,ramp,64.7,2.81,2.81,0.1048,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
237,53842661,0,53842661,25405136,25405136,0,0,0,53842661,237.0,ramp,64.9,2.81,2.81,0.1021,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
238,53925203,0,53925203,25487678,25487678,0,0,0,53925203,238.0,ramp,65.2,2.81,2.81,0.0993,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
239,54007758,0,54007758,25570233,25570233,0,0,0,54007758,239.0,ramp,65.5,2.81,2.81,0.0966,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
240,54090326,0,54090326,25652801,25652801,0,0,0,54090326,240.0,ramp,65.8,2.81,2.81,0.0938,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
241,54172908,0,54172908,25735383,25735383,0,0,0,54172908,241.0,ramp,66.0,2.81,2.81,0.0911,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
242,54255502,0,54255502,25817978,25817978,0,0,0,54255502,242.0,ramp,66.3,2.81,2.81,0.0884,0.0,2.5549,0.0,2.8002,0.0,2.9489,0.0,3.1524,0.0,3.3701,0.0,3.6144,0.0,3.7309,0.0,3.8005,0.0,3.8504,0.0,3.8745,0.0,3.861,0.0,3.8411,0.0,3.8333,0.0,3.824,0.0,3.8142
